date,calls,p_c_ratio,puts,total
2016-06-10, 2382864, 1.09, 2595526, 4978390
2016-06-13, 2847834, 0.92, 2631531, 5479365
2016-06-14, 2747811, 1.03, 2838745, 5586556
2016-06-15, 1833708, 1.17, 2149426, 3983134
2016-06-16, 2322680, 1.39, 3239327, 5562007
2016-06-17, 2258989, 1.11, 2500313, 4759302
2016-06-20, 1916774, 0.99, 1906936, 3823710
2016-06-21, 1749776, 1.01, 1764470, 3514246
2016-06-22, 2258543, 1.04, 2356340, 4614883
2016-06-23, 1925692, 1.28, 2458609, 4384301
2016-06-24, 3227996, 1.24, 4005549, 7233545
2016-06-27, 2797963, 1.29, 3621460, 6419423
2016-06-28, 2332870, 1.14, 2660530, 4993400
2016-06-29, 2609724, 1.17, 3040729, 5650453
2016-06-30, 2557045, 1.23, 3154168, 5711213
2016-07-01, 2594558, 0.92, 2388546, 4983104
2016-07-05, 1634589, 1.24, 2031292, 3665881
2016-07-06, 1999960, 1.01, 2024288, 4024248
2016-07-07, 2095479, 0.86, 1799943, 3895422
2016-07-08, 3419861, 0.73, 2508807, 5928668
2016-07-11, 2639681, 0.76, 2017486, 4657167
2016-07-12, 2787630, 0.79, 2213944, 5001574
2016-07-13, 2053700, 0.89, 1828724, 3882424
2016-07-14, 3484611, 0.62, 2148967, 5633578
2016-07-15, 2305377, 0.85, 1948341, 4253718
2016-07-18, 1901625, 0.92, 1745131, 3646756
2016-07-19, 1907978, 0.92, 1764799, 3672777
2016-07-20, 2467887, 0.79, 1957307, 4425194
2016-07-21, 1904713, 0.95, 1805943, 3710656
2016-07-22, 2118825, 0.82, 1729375, 3848200
2016-07-25, 1762494, 0.91, 1610089, 3372583
2016-07-26, 1748955, 0.92, 1600611, 3349566
2016-07-27, 2055232, 0.92, 1884286, 3939518
2016-07-28, 2143616, 0.90, 1933110, 4076726
2016-07-29, 2077687, 1.20, 2488605, 4566292
2016-08-01, 1552958, 1.35, 2098234, 3651192
2016-08-02, 1872589, 1.15, 2158930, 4031519
2016-08-03, 1513253, 0.94, 1427641, 2940894
2016-08-04, 1631233, 0.93, 1510736, 3141969
2016-08-05, 2740384, 0.92, 2528435, 5268819
2016-08-08, 1787811, 0.98, 1754249, 3542060
2016-08-09, 1773203, 0.91, 1615510, 3388713
2016-08-10, 1868872, 0.87, 1633478, 3502350
2016-08-11, 1859726, 0.95, 1770806, 3630532
2016-08-12, 2253730, 0.76, 1718969, 3972699
2016-08-15, 2137139, 0.78, 1657076, 3794215
2016-08-16, 1899643, 1.03, 1961047, 3860690
2016-08-17, 2176348, 0.90, 1954500, 4130848
2016-08-18, 1913020, 0.86, 1650638, 3563658
2016-08-19, 2162825, 0.84, 1826172, 3988997
2016-08-22, 1689275, 0.90, 1527411, 3216686
2016-08-23, 1825263, 0.86, 1568342, 3393605
2016-08-24, 2095310, 0.93, 1938519, 4033829
2016-08-25, 1483413, 1.15, 1708350, 3191763
2016-08-26, 2312206, 1.04, 2405415, 4717621
2016-08-29, 1501774, 0.93, 1403414, 2905188
2016-08-30, 1577532, 0.97, 1523872, 3101404
2016-08-31, 1606269, 1.20, 1920730, 3526999
2016-09-01, 1888047, 1.01, 1906175, 3794222
2016-09-02, 2162631, 0.96, 2083541, 4246172
2016-09-06, 2256770, 0.87, 1965386, 4222156
2016-09-07, 1965803, 0.89, 1744345, 3710148
2016-09-08, 1898049, 0.97, 1840466, 3738515
2016-09-09, 3486148, 1.18, 4105647, 7591795
2016-09-12, 2848990, 1.00, 2842110, 5691100
2016-09-13, 2821948, 0.98, 2767005, 5588953
2016-09-14, 2412891, 1.09, 2638520, 5051411
2016-09-15, 2611806, 0.84, 2201500, 4813306
2016-09-16, 2467901, 1.00, 2460250, 4928151
2016-09-19, 2102237, 0.79, 1663791, 3766028
2016-09-20, 1870716, 0.98, 1831675, 3702391
2016-09-21, 2449456, 1.00, 2444032, 4893488
2016-09-22, 2545328, 0.97, 2468807, 5014135
2016-09-23, 2114599, 1.05, 2215269, 4329868
2016-09-26, 1678444, 1.15, 1934200, 3612644
2016-09-27, 1648152, 0.99, 1634369, 3282521
2016-09-28, 1868013, 0.90, 1677155, 3545168
2016-09-29, 2354373, 1.04, 2449426, 4803799
2016-09-30, 2062710, 1.01, 2076480, 4139190
2016-10-03, 1435770, 1.06, 1523389, 2959159
2016-10-04, 1936762, 0.90, 1751144, 3687906
2016-10-05, 1973409, 0.77, 1515657, 3489066
2016-10-06, 1790155, 1.00, 1783724, 3573879
2016-10-07, 1762194, 1.18, 2081023, 3843217
2016-10-10, 1619968, 0.93, 1510985, 3130953
2016-10-11, 2297504, 1.12, 2566380, 4863884
2016-10-12, 1595535, 1.06, 1685295, 3280830
2016-10-13, 2282346, 0.97, 2215854, 4498200
2016-10-14, 2137468, 0.94, 2017653, 4155121
2016-10-17, 1518629, 0.97, 1470178, 2988807
2016-10-18, 1982459, 0.97, 1932738, 3915197
2016-10-19, 1995811, 0.95, 1895783, 3891594
2016-10-20, 1946131, 0.99, 1926066, 3872197
2016-10-21, 2437915, 0.97, 2371071, 4808986
2016-10-24, 1664592, 0.93, 1556096, 3220688
2016-10-25, 1711059, 0.97, 1657294, 3368353
2016-10-26, 1817490, 0.90, 1643429, 3460919
2016-10-27, 2143918, 0.84, 1800377, 3944295
2016-10-28, 2382744, 1.11, 2647661, 5030405
2016-10-31, 1643838, 1.06, 1734949, 3378787
2016-11-01, 2108952, 1.43, 3009635, 5118587
2016-11-02, 1982695, 1.31, 2588069, 4570764
2016-11-03, 2359955, 1.19, 2804773, 5164728
2016-11-04, 2732724, 1.37, 3749380, 6482104
2016-11-07, 2463858, 1.22, 3008251, 5472109
2016-11-08, 2211579, 1.48, 3283551, 5495130
2016-11-09, 3641178, 1.07, 3914176, 7555354
2016-11-10, 3726713, 0.89, 3326686, 7053399
2016-11-11, 2638988, 1.07, 2825389, 5464377
2016-11-14, 2905228, 0.91, 2635571, 5540799
2016-11-15, 2655801, 0.91, 2423578, 5079379
2016-11-16, 2408777, 1.02, 2464933, 4873710
2016-11-17, 2490632, 0.87, 2162922, 4653554
2016-11-18, 2330521, 0.94, 2197648, 4528169
2016-11-21, 2316247, 0.84, 1955106, 4271353
2016-11-22, 2115550, 1.00, 2105680, 4221230
2016-11-23, 1817286, 0.96, 1743228, 3560514
2016-11-25, 1551690, 0.80, 1238513, 2790203
2016-11-28, 1818765, 0.92, 1676384, 3495149
2016-11-29, 1477374, 0.96, 1414842, 2892216
2016-11-30, 2144476, 0.90, 1927411, 4071887
2016-12-01, 2229233, 0.95, 2107208, 4336441
2016-12-02, 1912161, 0.92, 1766106, 3678267
2016-12-05, 1888760, 0.86, 1628915, 3517675
2016-12-06, 1729315, 0.83, 1428908, 3158223
2016-12-07, 2970486, 0.84, 2492864, 5463350
2016-12-08, 3069374, 0.75, 2306219, 5375593
2016-12-09, 2806658, 0.82, 2290518, 5097176
2016-12-12, 2064364, 0.80, 1644313, 3708677
2016-12-13, 3274790, 0.60, 1977616, 5252406
2016-12-14, 2386986, 0.90, 2142003, 4528989
2016-12-15, 2418077, 0.85, 2061540, 4479617
2016-12-16, 2632634, 0.91, 2403816, 5036450
2016-12-19, 1726918, 1.17, 2019163, 3746081
2016-12-20, 1723785, 0.94, 1616501, 3340286
2016-12-21, 1787895, 0.92, 1645284, 3433179
2016-12-22, 1835368, 0.89, 1638134, 3473502
2016-12-23, 1149346, 0.86, 992739, 2142085
2016-12-27, 1048751, 1.02, 1069851, 2118602
2016-12-28, 1527796, 0.91, 1393317, 2921113
2016-12-29, 1376620, 0.94, 1299106, 2675726
2016-12-30, 1630190, 1.09, 1774835, 3405025
2017-01-03, 1808289, 0.98, 1767477, 3575766
2017-01-04, 1933639, 0.87, 1690512, 3624151
2017-01-05, 1737037, 1.16, 2011530, 3748567
2017-01-06, 2147915, 0.97, 2090158, 4238073
2017-01-09, 1522835, 1.00, 1524357, 3047192
2017-01-10, 1806645, 0.89, 1600779, 3407424
2017-01-11, 2222884, 0.84, 1875626, 4098510
2017-01-12, 1979866, 1.07, 2127889, 4107755
2017-01-13, 2154884, 0.92, 1976455, 4131339
2017-01-17, 2222018, 0.95, 2117287, 4339305
2017-01-18, 2185526, 1.07, 2345616, 4531142
2017-01-19, 2051053, 0.94, 1929763, 3980816
2017-01-20, 2469986, 1.00, 2468349, 4938335
2017-01-23, 1931817, 0.95, 1831465, 3763282
2017-01-24, 2383446, 0.76, 1802771, 4186217
2017-01-25, 3114558, 0.72, 2241235, 5355793
2017-01-26, 2125006, 0.87, 1845896, 3970902
2017-01-27, 2062738, 1.00, 2067651, 4130389
2017-01-30, 2006109, 1.10, 2197626, 4203735
2017-01-31, 1803349, 1.03, 1853263, 3656612
2017-02-01, 2028857, 0.91, 1855154, 3884011
2017-02-02, 1925627, 0.86, 1658517, 3584144
2017-02-03, 2999616, 0.76, 2289604, 5289220
2017-02-06, 1670585, 1.05, 1751110, 3421695
2017-02-07, 1780110, 1.10, 1955092, 3735202
2017-02-08, 2020999, 0.97, 1962602, 3983601
2017-02-09, 2392537, 0.93, 2235981, 4628518
2017-02-10, 2404905, 0.98, 2367078, 4771983
2017-02-13, 3195364, 0.66, 2123332, 5318696
2017-02-14, 3111080, 0.70, 2183727, 5294807
2017-02-15, 3284922, 0.84, 2743394, 6028316
2017-02-16, 2614487, 0.89, 2317647, 4932134
2017-02-17, 2518623, 0.93, 2348783, 4867406
2017-02-21, 2781018, 0.82, 2280700, 5061718
2017-02-22, 2080089, 0.89, 1850894, 3930983
2017-02-23, 2373203, 0.83, 1978872, 4352075
2017-02-24, 2753091, 0.83, 2282831, 5035922
2017-02-27, 2050008, 0.83, 1703819, 3753827
2017-02-28, 1853929, 1.19, 2208775, 4062704
2017-03-01, 3212624, 0.87, 2788432, 6001056
2017-03-02, 2143851, 1.02, 2196051, 4339902
2017-03-03, 2327595, 0.94, 2196175, 4523770
2017-03-06, 1932339, 0.90, 1739814, 3672153
2017-03-07, 2127508, 0.84, 1779687, 3907195
2017-03-08, 2070546, 0.98, 2022663, 4093209
2017-03-09, 1805260, 1.12, 2023692, 3828952
2017-03-10, 2373725, 0.88, 2099956, 4473681
2017-03-13, 1717187, 0.94, 1609360, 3326547
2017-03-14, 1848855, 0.93, 1718339, 3567194
2017-03-15, 3168524, 0.71, 2262169, 5430693
2017-03-16, 2320015, 0.91, 2102491, 4422506
2017-03-17, 2767874, 0.96, 2647528, 5415402
2017-03-20, 1989135, 1.06, 2105991, 4095126
2017-03-21, 3213017, 1.01, 3235885, 6448902
2017-03-22, 2681603, 0.99, 2646246, 5327849
2017-03-23, 1884379, 1.13, 2137346, 4021725
2017-03-24, 1983236, 1.21, 2407780, 4391016
2017-03-27, 1704610, 1.09, 1859887, 3564497
2017-03-28, 2133094, 0.87, 1855440, 3988534
2017-03-29, 1803757, 0.83, 1494286, 3298043
2017-03-30, 1915056, 0.94, 1791066, 3706122
2017-03-31, 1766748, 1.19, 2100229, 3866977
2017-04-03, 1837825, 0.98, 1808361, 3646186
2017-04-04, 1503908, 1.12, 1684297, 3188205
2017-04-05, 2396675, 0.92, 2201510, 4598185
2017-04-06, 1786455, 0.90, 1605472, 3391927
2017-04-07, 2272511, 0.95, 2170130, 4442641
2017-04-10, 2066786, 1.05, 2166952, 4233738
2017-04-11, 2608915, 0.91, 2373786, 4982701
2017-04-12, 2109270, 0.95, 2010609, 4119879
2017-04-13, 2772163, 0.98, 2710773, 5482936
2017-04-17, 2032595, 0.85, 1732022, 3764617
2017-04-18, 2666925, 0.65, 1723664, 4390589
2017-04-19, 3096764, 0.74, 2296447, 5393211
2017-04-20, 2601658, 0.90, 2350162, 4951820
2017-04-21, 2738376, 1.04, 2847329, 5585705
2017-04-24, 2511466, 1.05, 2639099, 5150565
2017-04-25, 3055166, 0.83, 2540819, 5595985
2017-04-26, 2223095, 0.79, 1746152, 3969247
2017-04-27, 2196598, 0.92, 2025217, 4221815
2017-04-28, 2200945, 0.96, 2116044, 4316989
2017-05-01, 1908015, 0.85, 1615863, 3523878
2017-05-02, 2156061, 0.75, 1610032, 3766093
2017-05-03, 1962478, 1.09, 2134361, 4096839
2017-05-04, 2065977, 0.91, 1874480, 3940457
2017-05-05, 2191316, 1.00, 2196345, 4387661
2017-05-08, 2168567, 0.85, 1844061, 4012628
2017-05-09, 2751062, 0.74, 2039418, 4790480
2017-05-10, 1931946, 0.94, 1816855, 3748801
2017-05-11, 2295691, 0.91, 2094606, 4390297
2017-05-12, 2373780, 0.85, 2013036, 4386816
2017-05-15, 2332027, 0.75, 1744569, 4076596
2017-05-16, 2594609, 0.79, 2047259, 4641868
2017-05-17, 3637616, 1.09, 3980395, 7618011
2017-05-18, 2893837, 1.13, 3270672, 6164509
2017-05-19, 2484975, 0.99, 2464536, 4949511
2017-05-22, 1949645, 0.86, 1670185, 3619830
2017-05-23, 1867032, 0.90, 1677078, 3544110
2017-05-24, 1813959, 0.93, 1692553, 3506512
2017-05-25, 2472649, 0.86, 2119786, 4592435
2017-05-26, 1754783, 0.91, 1594007, 3348790
2017-05-30, 1663759, 0.94, 1555893, 3219652
2017-05-31, 2006535, 1.01, 2022525, 4029060
2017-06-01, 1970026, 1.00, 1970099, 3940125
2017-06-02, 2732806, 0.82, 2249797, 4982603
2017-06-05, 2073571, 0.74, 1533356, 3606927
2017-06-06, 2383366, 0.77, 1838524, 4221890
2017-06-07, 1987998, 0.90, 1797512, 3785510
2017-06-08, 2281802, 0.70, 1600983, 3882785
2017-06-09, 3071639, 1.06, 3268386, 6340025
2017-06-12, 2264355, 0.96, 2184520, 4448875
2017-06-13, 1788923, 0.97, 1733828, 3522751
2017-06-14, 2524931, 0.84, 2108544, 4633475
2017-06-15, 2415991, 0.98, 2362496, 4778487
2017-06-16, 2146012, 1.09, 2329785, 4475797
2017-06-19, 2317531, 0.80, 1861197, 4178728
2017-06-20, 2546438, 0.83, 2120534, 4666972
2017-06-21, 2205292, 0.89, 1962986, 4168278
2017-06-22, 1877251, 0.80, 1508696, 3385947
2017-06-23, 1861927, 0.96, 1795743, 3657670
2017-06-26, 1949621, 0.81, 1572184, 3521805
2017-06-27, 2297022, 0.77, 1773426, 4070448
2017-06-28, 1958488, 0.95, 1851887, 3810375
2017-06-29, 2998849, 0.98, 2948432, 5947281
2017-06-30, 1708951, 1.13, 1924313, 3633264
2017-07-03, 1006365, 0.96, 965792, 1972157
2017-07-05, 1783344, 0.92, 1643271, 3426615
2017-07-06, 1971589, 1.12, 2213389, 4184978
2017-07-07, 2235251, 0.93, 2074381, 4309632
2017-07-10, 1849991, 0.91, 1691690, 3541681
2017-07-11, 1634507, 1.06, 1736736, 3371243
2017-07-12, 2656315, 0.71, 1876044, 4532359
2017-07-13, 1984852, 0.87, 1732148, 3717000
2017-07-14, 2508204, 0.84, 2095446, 4603650
2017-07-17, 1906557, 0.99, 1883938, 3790495
2017-07-18, 2399261, 0.87, 2086086, 4485347
2017-07-19, 2788800, 0.77, 2160150, 4948950
2017-07-20, 2740900, 0.74, 2030865, 4771765
2017-07-21, 3272588, 0.74, 2434987, 5707575
2017-07-24, 1872510, 0.82, 1540767, 3413277
2017-07-25, 2473651, 0.80, 1987484, 4461135
2017-07-26, 2726421, 0.74, 2012571, 4738992
2017-07-27, 2873137, 0.94, 2698288, 5571425
2017-07-28, 2381178, 0.83, 1979083, 4360261
2017-07-31, 1727625, 0.92, 1586586, 3314211
2017-08-01, 1991411, 0.88, 1750099, 3741510
2017-08-02, 2294284, 0.97, 2216302, 4510586
2017-08-03, 1743630, 1.01, 1757295, 3500925
2017-08-04, 2108142, 1.00, 2114185, 4222327
2017-08-07, 1752826, 0.93, 1632448, 3385274
2017-08-08, 2562474, 0.93, 2372244, 4934718
2017-08-09, 2998215, 1.06, 3186997, 6185212
2017-08-10, 4226386, 0.93, 3936437, 8162823
2017-08-11, 3892876, 0.97, 3788195, 7681071
2017-08-14, 2567177, 0.85, 2171946, 4739123
2017-08-15, 2429863, 0.95, 2298204, 4728067
2017-08-16, 2708202, 0.96, 2612422, 5320624
2017-08-17, 3070282, 1.07, 3277046, 6347328
2017-08-18, 3044841, 1.11, 3377201, 6422042
2017-08-21, 1955676, 0.99, 1932742, 3888418
2017-08-22, 2172858, 1.02, 2222721, 4395579
2017-08-23, 1850247, 0.94, 1743204, 3593451
2017-08-24, 1558944, 1.09, 1697223, 3256167
2017-08-25, 1811212, 1.00, 1811692, 3622904
2017-08-28, 1610391, 0.93, 1492300, 3102691
2017-08-29, 2246054, 0.77, 1733712, 3979766
2017-08-30, 2151784, 0.83, 1793699, 3945483
2017-08-31, 2219446, 1.06, 2343089, 4562535
2017-09-01, 2338190, 0.83, 1937896, 4276086
2017-09-05, 2522268, 1.17, 2939712, 5461980
2017-09-06, 1999972, 0.95, 1894759, 3894731
2017-09-07, 1850055, 1.13, 2093367, 3943422
2017-09-08, 2119030, 1.09, 2308551, 4427581
2017-09-11, 2658218, 0.93, 2481257, 5139475
2017-09-12, 2753292, 0.84, 2312510, 5065802
2017-09-13, 2413845, 0.81, 1959135, 4372980
2017-09-14, 2739097, 0.79, 2167871, 4906968
2017-09-15, 2333131, 1.08, 2516185, 4849316
2017-09-18, 2842278, 0.92, 2602711, 5444989
2017-09-19, 2290919, 0.76, 1748712, 4039631
2017-09-20, 2698490, 0.88, 2376716, 5075206
2017-09-21, 1950744, 0.84, 1637734, 3588478
2017-09-22, 1858310, 0.98, 1822505, 3680815
2017-09-25, 3728877, 0.70, 2625060, 6353937
2017-09-26, 1754495, 0.94, 1645340, 3399835
2017-09-27, 2714858, 0.83, 2254590, 4969448
2017-09-28, 2189465, 0.73, 1587621, 3777086
2017-09-29, 2168004, 1.05, 2270017, 4438021
2017-10-02, 2740371, 0.93, 2553213, 5293584
2017-10-03, 2570234, 0.72, 1843090, 4413324
2017-10-04, 2345432, 0.83, 1947061, 4292493
2017-10-05, 2711279, 0.84, 2267147, 4978426
2017-10-06, 2567176, 0.87, 2235889, 4803065
2017-10-09, 1690034, 0.98, 1650444, 3340478
2017-10-10, 2235766, 0.73, 1629549, 3865315
2017-10-11, 1837558, 0.90, 1649463, 3487021
2017-10-12, 2048172, 1.05, 2149866, 4198038
2017-10-13, 2464214, 0.85, 2106686, 4570900
2017-10-16, 2246237, 1.17, 2620149, 4866386
2017-10-17, 2584935, 0.82, 2131082, 4716017
2017-10-18, 2381238, 0.95, 2253658, 4634896
2017-10-19, 2472489, 0.97, 2409194, 4881683
2017-10-20, 3356457, 0.81, 2727601, 6084058
2017-10-23, 2501138, 0.98, 2460982, 4962120
2017-10-24, 2043132, 0.78, 1602677, 3645809
2017-10-25, 2516081, 1.16, 2916104, 5432185
2017-10-26, 1914630, 0.87, 1674195, 3588825
2017-10-27, 2789949, 0.88, 2466856, 5256805
2017-10-30, 2110947, 0.94, 1987559, 4098506
2017-10-31, 1916966, 0.87, 1669085, 3586051
2017-11-01, 2540920, 0.95, 2401263, 4942183
2017-11-02, 2159678, 0.87, 1870503, 4030181
2017-11-03, 2484793, 0.94, 2326353, 4811146
2017-11-06, 2338427, 0.92, 2150427, 4488854
2017-11-07, 2524206, 1.02, 2581966, 5106172
2017-11-08, 1980811, 0.97, 1922667, 3903478
2017-11-09, 2909701, 1.10, 3187089, 6096790
2017-11-10, 2129749, 1.18, 2509242, 4638991
2017-11-13, 2273171, 0.90, 2044674, 4317845
2017-11-14, 2837392, 0.90, 2549590, 5386982
2017-11-15, 2535348, 1.04, 2637935, 5173283
2017-11-16, 2491881, 0.95, 2376932, 4868813
2017-11-17, 3048964, 0.80, 2429295, 5478259
2017-11-20, 2033651, 0.92, 1870021, 3903672
2017-11-21, 2680121, 0.85, 2271984, 4952105
2017-11-22, 1928283, 0.93, 1794982, 3723265
2017-11-24, 1251595, 0.87, 1082942, 2334537
2017-11-27, 2639368, 0.72, 1899963, 4539331
2017-11-28, 3470884, 0.68, 2351297, 5822181
2017-11-29, 3575354, 0.71, 2545982, 6121336
2017-11-30, 3408319, 0.85, 2908269, 6316588
2017-12-01, 4931810, 0.78, 3844911, 8776721
2017-12-04, 2951558, 0.84, 2474121, 5425679
2017-12-05, 2260193, 0.83, 1869249, 4129442
2017-12-06, 2305819, 0.81, 1878417, 4184236
2017-12-07, 2078340, 0.84, 1743790, 3822130
2017-12-08, 2210588, 0.94, 2074388, 4284976
2017-12-11, 2198385, 0.82, 1793454, 3991839
2017-12-12, 2696592, 0.85, 2302990, 4999582
2017-12-13, 2426921, 0.75, 1829639, 4256560
2017-12-14, 2722494, 0.80, 2177986, 4900480
2017-12-15, 3046458, 0.97, 2960539, 6006997
2017-12-18, 3401393, 0.69, 2344881, 5746274
2017-12-19, 2336790, 0.87, 2039429, 4376219
2017-12-20, 2350513, 0.80, 1890473, 4240986
2017-12-21, 1880948, 0.84, 1586416, 3467364
2017-12-22, 1690318, 0.95, 1608397, 3298715
2017-12-26, 1218646, 0.99, 1207112, 2425758
2017-12-27, 1313192, 0.95, 1249654, 2562846
2017-12-28, 1331472, 1.13, 1505412, 2836884
2017-12-29, 1803707, 1.11, 2000817, 3804524
2018-01-02, 2445115, 0.88, 2141925, 4587040
2018-01-03, 2883852, 0.85, 2463057, 5346909
2018-01-04, 3165683, 0.82, 2610892, 5776575
2018-01-05, 3016852, 0.92, 2776495, 5793347
2018-01-08, 3394444, 0.65, 2197476, 5591920
2018-01-09, 2582149, 0.81, 2080375, 4662524
2018-01-10, 4096432, 0.72, 2938080, 7034512
2018-01-11, 3434987, 0.72, 2461711, 5896698
2018-01-12, 4074628, 0.74, 3009461, 7084089
2018-01-16, 4752440, 0.69, 3293417, 8045857
2018-01-17, 3556929, 0.79, 2824513, 6381442
2018-01-18, 2973999, 0.83, 2472743, 5446742
2018-01-19, 2914279, 0.86, 2505421, 5419700
2018-01-22, 2777291, 0.89, 2480774, 5258065
2018-01-23, 3641740, 0.64, 2337131, 5978871
2018-01-24, 3677757, 0.84, 3098203, 6775960
2018-01-25, 2459361, 0.80, 1978554, 4437915
2018-01-26, 3121810, 0.79, 2467613, 5589423
2018-01-29, 3305058, 0.74, 2461877, 5766935
2018-01-30, 3107839, 0.95, 2952811, 6060650
2018-01-31, 3064194, 0.90, 2761194, 5825388
2018-02-01, 2598192, 0.91, 2353492, 4951684
2018-02-02, 6035199, 0.90, 5419273, 11454472
2018-02-05, 5923125, 0.92, 5428719, 11351844
2018-02-06, 5744211, 0.99, 5671878, 11416089
2018-02-07, 4056533, 0.91, 3672534, 7729067
2018-02-08, 3919462, 1.14, 4449451, 8368913
2018-02-09, 3992597, 1.31, 5237354, 9229951
2018-02-12, 3570113, 0.94, 3368360, 6938473
2018-02-13, 3039673, 0.96, 2903417, 5943090
2018-02-14, 2981929, 1.17, 3481044, 6462973
2018-02-15, 3179289, 0.92, 2929984, 6109273
2018-02-16, 3307999, 0.93, 3067685, 6375684
2018-02-20, 2396334, 0.86, 2055649, 4451983
2018-02-21, 2191609, 1.06, 2324659, 4516268
2018-02-22, 1899679, 1.12, 2135345, 4035024
2018-02-23, 2484710, 1.01, 2497317, 4982027
2018-02-26, 2714184, 0.93, 2517310, 5231494
2018-02-27, 2433665, 1.04, 2541480, 4975145
2018-02-28, 2331028, 1.08, 2519469, 4850497
2018-03-01, 2952565, 1.29, 3799160, 6751725
2018-03-02, 3014121, 1.16, 3494660, 6508781
2018-03-05, 2426392, 1.00, 2419114, 4845506
2018-03-06, 1938406, 0.93, 1796650, 3735056
2018-03-07, 2010408, 1.05, 2102644, 4113052
2018-03-08, 2254485, 0.90, 2028401, 4282886
2018-03-09, 3995513, 0.81, 3249780, 7245293
2018-03-12, 2566054, 0.87, 2237392, 4803446
2018-03-13, 2669172, 0.87, 2324142, 4993314
2018-03-14, 2401449, 1.05, 2524710, 4926159
2018-03-15, 2345547, 0.89, 2099141, 4444688
2018-03-16, 2741692, 0.96, 2626234, 5367926
2018-03-19, 3105750, 1.02, 3167511, 6273261
2018-03-20, 2402442, 0.84, 2008289, 4410731
2018-03-21, 1961228, 1.16, 2275520, 4236748
2018-03-22, 2505955, 1.22, 3067832, 5573787
2018-03-23, 2768463, 1.54, 4250717, 7019180
2018-03-26, 2356929, 1.18, 2776638, 5133567
2018-03-27, 2222132, 1.07, 2387731, 4609863
2018-03-28, 2260325, 1.34, 3039852, 5300177
2018-03-29, 2653399, 0.95, 2518483, 5171882
2018-04-02, 2490145, 1.28, 3176304, 5666449
2018-04-03, 1994235, 1.04, 2078774, 4073009
2018-04-04, 2391309, 0.98, 2338932, 4730241
